188;126;138;94;sea_24;x;
189;168;141;222;sea_25;x;
190;0;144;95;sea_26;x;
191;42;147;223;sea_27;x;
192;84;150;96;sea_28;x;
193;126;153;224;sea_29;x;
194;168;156;97;sea_30;x;
195;0;159;225;sea_31;x;
196;42;162;98;sea_32;x;
197;84;165;226;sea_33;x;
198;126;168;99;sea_34;x;
199;168;171;227;sea_35;x;
200;0;174;0;sea_36;x;
201;42;177;128;sea_37;x;
202;84;180;1;sea_38;x;
203;126;183;129;sea_39;x;
204;168;186;2;sea_40;x;
205;0;189;130;sea_41;x;
206;42;192;3;sea_42;x;
207;84;195;131;sea_43;x;
208;126;198;4;sea_44;x;
209;168;201;132;sea_45;x;
210;0;204;5;sea_46;x;
211;42;207;133;sea_47;x;
212;84;210;6;sea_48;x;
213;126;0;134;sea_49;x;
214;168;3;7;sea_50;x;
215;0;6;135;sea_51;x;
216;42;9;8;sea_52;x;
217;84;12;136;sea_53;x;
218;126;15;9;sea_54;x;
219;168;18;137;sea_55;x;
220;0;21;10;sea_56;x;
221;42;24;138;sea_57;x;
222;84;27;11;sea_58;x;
223;126;30;139;sea_59;x;
224;168;33;12;sea_60;x;
225;0;36;140;sea_61;x;
226;42;39;13;sea_62;x;
227;84;42;141;sea_63;x;
228;126;45;14;sea_64;x;
229;168;48;142;sea_65;x;
230;0;51;15;sea_66;x;
231;42;54;143;sea_67;x;
232;84;57;16;sea_68;x;
233;126;60;144;sea_69;x;
234;168;63;17;sea_70;x;
235;0;66;145;sea_71;x;
236;42;69;18;sea_72;x;
237;84;72;146;sea_73;x;
238;126;75;19;sea_74;x;
239;168;78;147;sea_75;x;
240;0;81;20;sea_76;x;
241;42;84;148;sea_77;x;
242;84;87;21;sea_78;x;
243;126;138;49;sea_79;x;
244;168;93;22;sea_impassable80;x;
245;0;96;150;sea_81;x;
246;42;99;23;sea_82;x;
247;84;102;151;sea_83;x;
248;126;105;24;sea_84;x;
249;168;108;152;sea_85;x;
250;0;111;25;sea_86;x;
251;42;114;153;sea_87;x;
252;84;117;26;sea_88;x;
253;126;120;154;sea_89;x;
254;168;123;27;sea_90;x;
255;0;126;155;sea_91;x;
256;42;129;28;sea_92;x;
257;84;132;156;sea_93;x;
258;126;135;29;sea_94;x;
259;168;138;157;sea_95;x;
260;0;141;30;sea_96;x;
261;42;144;158;sea_97;x;
262;84;147;31;sea_98;x;
263;126;150;159;sea_99;x;
264;168;153;32;sea_100;x;
265;0;156;160;sea_101;x;
266;42;159;33;sea_102;x;
267;84;162;161;sea_103;x;
268;126;165;34;sea_104;x;
269;168;168;162;sea_105;x;
270;0;171;35;sea_106;x;
271;42;174;163;sea_107;x;
272;84;177;36;sea_108;x;
273;126;180;164;sea_109;x;
274;168;183;37;sea_110;x;
275;0;186;165;sea_111;x;
276;42;189;38;sea_112;x;
277;84;192;166;sea_113;x;
278;126;195;39;sea_114;x;
279;168;198;167;sea_115;x;
280;0;201;40;sea_116;x;
281;42;204;168;sea_117;x;
282;84;207;41;sea_118;x;
283;126;210;169;sea_119;x;
284;168;0;42;sea_120;x;
285;0;3;170;sea_121;x;
286;42;6;43;sea_122;x;
287;84;9;171;sea_123;x;
288;126;12;44;sea_124;x;
289;168;15;172;sea_125;x;
290;0;18;45;sea_126;x;
291;42;21;173;sea_127;x;
292;84;24;46;sea_128;x;
293;126;27;174;sea_129;x;
294;168;30;47;sea_130;x;
295;0;33;175;sea_131;x;
296;42;36;48;sea_132;x;
297;84;39;176;sea_133;x;
298;126;42;49;sea_134;x;
299;43;81;138;sea_135;x;
300;0;48;50;sea_136;x;
301;42;51;178;sea_137;x;
302;84;54;51;sea_138;x;
303;126;57;179;sea_139;x;
304;168;60;52;sea_140;x;
305;0;63;180;sea_141;x;
306;42;66;53;sea_142;x;
307;84;69;181;sea_143;x;
308;126;72;54;sea_144;x;
309;168;75;182;sea_145;x;
310;0;78;55;sea_146;x;
311;42;81;183;sea_147;x;
312;84;84;56;sea_148;x;
313;126;87;184;sea_149;x;
314;168;90;57;sea_150;x;
315;0;93;185;sea_151;x;
316;42;96;58;sea_152;x;
317;84;99;186;sea_153;x;
318;126;102;59;sea_154;x;
319;168;105;187;sea_155;x;
320;0;108;60;sea_156;x;
321;42;111;188;sea_157;x;
322;84;114;61;sea_158;x;
323;126;117;189;sea_159;x;
324;168;120;62;sea_160;x;
325;0;123;190;sea_161;x;
326;42;126;63;sea_162;x;
327;84;129;191;sea_163;x;
328;126;132;64;sea_164;x;
329;168;135;192;sea_165;x;
330;0;138;65;sea_166;x;
331;42;141;193;sea_167;x;
332;84;144;66;sea_168;x;
333;126;147;194;sea_169;x;
334;168;150;67;sea_170;x;
335;0;153;195;sea_171;x;
336;42;156;68;sea_172;x;
337;84;159;196;sea_173;x;
338;126;162;69;sea_174;x;
339;168;165;197;sea_175;x;
340;0;168;70;sea_176;x;
341;42;171;198;sea_177;x;
342;84;174;71;sea_178;x;
343;126;177;199;sea_179;x;
344;168;180;72;sea_180;x;
345;0;183;200;sea_181;x;
346;42;186;73;sea_182;x;
347;84;189;201;sea_183;x;
348;126;192;74;sea_184;x;
349;168;195;202;sea_185;x;
350;0;198;75;sea_186;x;
351;42;201;203;sea_187;x;
352;84;204;76;sea_188;x;
353;126;207;204;sea_189;x;
354;168;210;77;sea_190;x;
355;0;0;205;sea_191;x;
356;42;3;78;sea_192;x;
357;84;6;206;sea_193;x;
358;126;9;79;sea_194;x;
359;168;12;207;sea_195;x;
360;0;15;80;sea_196;x;
361;42;18;208;sea_197;x;
362;84;21;81;sea_198;x;
363;126;24;209;sea_199;x;
364;168;27;82;sea_200;x;
365;0;30;210;sea_201;x;
366;42;33;83;sea_202;x;
367;84;36;211;sea_203;x;
368;126;39;84;sea_204;x;
369;168;42;212;sea_205;x;
370;0;45;85;sea_206;x;
371;42;48;213;sea_207;x;
372;84;51;86;sea_208;x;
373;126;54;214;sea_209;x;
374;168;57;87;sea_210;x;
375;0;60;215;sea_211;x;
376;42;63;88;sea_212;x;
377;84;66;216;sea_213;x;
378;126;69;89;sea_214;x;
379;168;72;217;sea_215;x;
380;0;75;90;sea_216;x;
381;42;78;218;sea_217;x;
382;84;81;91;sea_218;x;
383;126;84;219;sea_219;x;
384;168;87;92;sea_220;x;
385;0;90;220;sea_221;x;
386;42;93;93;sea_222;x;
387;84;96;221;sea_223;x;
388;126;99;94;sea_224;x;
389;168;102;222;sea_225;x;
390;0;105;95;sea_226;x;
391;42;108;223;sea_227;x;
392;84;111;96;sea_228;x;
393;126;114;224;sea_229;x;
394;168;117;97;sea_230;x;
395;0;120;225;sea_231;x;
396;42;123;98;sea_232;x;
397;84;126;226;sea_233;x;
398;126;129;99;sea_234;x;
399;168;132;227;sea_235;x;
400;0;135;0;sea_236;x;
401;42;138;128;sea_237;x;
402;84;141;1;sea_238;x;
403;126;144;129;sea_239;x;
404;168;147;2;sea_240;x;
405;0;150;130;sea_241;x;
406;42;153;3;sea_242;x;
407;84;156;131;sea_243;x;
408;126;159;4;sea_244;x;
409;168;162;132;sea_245;x;
410;0;165;5;sea_246;x;
411;42;168;133;sea_247;x;
412;84;171;6;sea_248;x;
413;126;174;134;sea_249;x;
414;168;177;7;sea_250;x;
415;0;180;135;sea_251;x;
416;42;183;8;sea_252;x;
417;84;186;136;sea_253;x;
418;126;189;9;sea_254;x;
419;168;192;137;sea_255;x;
420;0;195;10;sea_256;x;
421;42;198;138;sea_257;x;
422;84;201;11;sea_258;x;
423;126;204;139;sea_259;x;
424;168;207;12;sea_260;x;
425;0;210;140;sea_261;x;
426;42;0;13;sea_262;x;
427;84;3;141;sea_263;x;
428;126;6;14;sea_264;x;
429;168;9;142;sea_265;x;
430;0;12;15;sea_266;x;
431;42;15;143;sea_267;x;
432;84;18;16;sea_268;x;
433;42;87;63;sea_269;x;
434;168;24;17;sea_270;x;
435;0;27;145;sea_271;x;
436;42;30;18;sea_272;x;
437;84;33;146;sea_273;x;
438;126;36;19;sea_impassable274;x;
439;168;39;147;sea_impassable275;x;
440;0;42;20;sea_impassable276;x;
441;42;45;148;EDEN;x;
442;84;48;21;MERIMBULA;x;
443;126;51;149;BEGA;x;
444;168;54;22;BYADBO;x;
445;0;57;150;BOMBALA;x;
446;42;60;23;NIMMITABEL;x;
447;84;63;151;CRACKENBACK;x;
448;126;66;24;JINDABYNE;x;
449;168;69;152;ADAMINABY;x;
450;0;72;25;BREDBO;x;
451;42;75;153;COOMA;x;
452;84;78;26;WADBILLIGA;x;
453;126;81;154;NAROOMA;x;
454;168;84;27;MORUYA;x;
455;0;87;155;NAMADGI;x;
456;42;90;28;BRINDABELLA;x;
457;84;93;156;MURRUMBATEMAN;x;
458;126;96;29;CANBERRA;x;
459;168;99;157;WILLIAMSDALE;x;
460;0;102;30;MURRAY;x;
461;42;105;158;ULLADULLA;x;
462;84;108;31;BATEMANS BAY;x;
463;126;111;159;NOWRA;x;
464;168;114;32;BRAIDWOOD;x;
465;0;117;160;GOULBURN;x;
466;42;120;33;TARALGA;x;
467;84;123;161;MARULAN;x;
468;126;126;34;TARAGO;x;
469;168;129;162;CROOKWELL;x;
470;0;132;35;BOOROWA;x;
471;42;135;163;YASS;x;
472;84;138;36;BOWRAL;x;
473;126;141;164;CAMDEN;x;
474;168;144;37;BOMADERRY;x;
475;0;147;165;WOLLONGONG;x;
476;42;150;38;KANANGRA BOYD;x;
477;84;153;166;TARTARUS;x;
478;126;156;39;OBERON;x;
479;168;159;167;ABERCROMBIE RIVER;x;
480;0;162;40;BURRAGA;x;
481;42;165;168;BATHURST;x;
482;84;168;41;ORANGE;x;
483;126;171;169;BLAYNEY;x;
484;168;174;42;KERRS CREEK;x;
485;0;177;170;MUDGEE;x;
486;42;180;43;HILL END;x;
487;84;183;171;SUNNY CORNER;x;
488;126;186;44;KANDOS;x;
489;168;189;172;LITHGOW;x;
490;0;192;45;GARDENS OF STONE;x;
491;42;195;173;KATOOMBA;x;
492;84;198;46;BOTANY;x;
493;126;201;174;SYDNEY;x;
494;168;204;47;MACARTHUR;x;
495;0;207;175;PENRITH;x;
496;42;210;48;SINGLETON;x;
497;84;0;176;CESSNOCK;x;
498;126;3;49;GOSFORD;x;
499;168;6;177;NEWCASTLE;x;
500;0;9;50;WISEMANS FERRY;x;
501;42;12;178;PUTTY;x;
502;84;15;51;NULLO MOUNTAIN;x;
503;126;18;179;GULGONG;x;
504;168;21;52;WOLLAR;x;
505;0;24;180;GOOLMA;x;
506;42;27;53;CASSILIS;x;
507;84;30;181;SCONE;x;
508;126;33;54;MERRIWA;x;
509;168;36;182;MURRURUNDI;x;
510;0;39;55;MUSWELLBROOK;x;
511;42;42;183;BARRINGTON TOPS;x;
512;84;45;56;PATERSON;x;
513;126;48;184;RAYMOND TERRACE;x;
514;168;51;57;BULAHDELAH;x;
515;0;54;185;COPELAND TOPS;x;
516;42;57;58;GLOUCESTER;x;
517;84;60;186;FORSTER;x;
518;126;63;59;HARRINGTON;x;
519;168;66;187;KNORRIT;x;
520;0;69;60;WERRIKIMBE;x;
521;42;72;188;PORT MACQUARIE;x;
522;84;75;61;MOUNT OCEANVIEW;x;
523;126;78;189;NOWENDOC;x;
524;168;81;62;CURRACABUNDI;x;
525;0;84;190;BELLBROOK;x;
526;126;21;144;SOUTH WEST ROCKS;x;
527;84;90;191;OXLEY WILD RIVERS;x;
528;126;93;64;TRINIDAD;x;
529;168;96;192;WALCHA;x;
530;0;99;65;URALLA;x;
531;42;102;193;ARMIDALE;x;
532;84;105;66;EBOR;x;
533;126;108;194;WOLLOMOMBI;x;
534;168;111;67;GUY FAWKES;x;
535;0;114;195;BOWRAVILLE;x;
536;42;117;68;NAMBUCCA HEADS;x;
537;84;120;196;DORRIGO;x;
538;126;123;69;COFFS HARBOUR;x;
539;168;126;197;GLENREAGH;x;
540;0;129;70;NYMBOIDA;x;
541;42;132;198;GLEN NEVIS;x;
542;84;135;71;DALMORTON;x;
543;126;138;199;WASHPOOL;x;
544;168;141;72;TABULAM;x;
545;0;144;200;MALLANGANEE;x;
546;42;147;73;YAMBA;x;
547;84;150;201;WOOLI;x;
548;126;153;74;GRAFTON;x;
549;168;156;202;CASINO;x;
550;0;159;75;WOODBURN;x;
551;42;162;203;BALLINA;x;
552;84;165;76;LISMORE;x;
553;126;168;204;BYRON BAY;x;
554;168;171;77;NIMBIN;x;
555;0;174;205;KYOGLE;x;
556;42;177;78;URBENVILLE;x;
557;84;180;206;WASHPOOL PARK;x;
558;126;183;79;DEEPWATER;x;
559;168;186;207;TENTERFIELD;x;
560;0;189;80;TORRINGTON PARK;x;
561;42;192;208;GLEN INNES;x;
562;84;195;81;TORRINGTON;x;
563;126;198;209;ELSMORE;x;
564;168;201;82;TINGHA;x;
565;0;204;210;BUNDARRA;x;
566;42;207;83;MANILLA;x;
567;84;210;211;BARRABA;x;
568;126;0;84;INGLIS;x;
569;168;3;212;TAMWORTH;x;
570;0;6;85;CARROLL;x;
571;42;9;213;SPRING RIDGE;x;
572;84;12;86;TAMBAR SPRINGS;x;
573;126;15;214;BOGGABRI;x;
574;168;18;87;GUNNEDAH;x;
575;0;21;215;NARRABRI;x;
576;42;24;88;GWYDIR;x;
577;84;27;216;BINGARA;x;
578;126;30;89;UPPER HORTON;x;
579;168;33;217;INVERELL;x;
580;0;36;90;ASHFORD;x;
581;42;39;218;DTHINNA;x;
582;84;42;91;WARIALDA;x;
583;126;45;219;DELUNGRA;x;
584;168;48;92;CROPPA CREEK;x;
585;0;51;220;BOGGABILLA;x;
586;42;54;93;NORTH STAR;x;
587;84;57;221;GARAH;x;
588;126;60;94;PRINGLE;x;
589;168;63;222;MOREE;x;
590;0;66;95;MOOMIN;x;
591;42;69;223;COLLARENEBRI;x;
592;84;72;96;MUNGINDI;x;
593;126;75;224;BOOMI;x;
594;168;78;97;BELLATA;x;
595;0;81;225;BELAR;x;
596;42;84;98;WEE WAA;x;
597;84;87;226;BILLABOO;x;
598;126;90;99;BURREN JUNCTION;x;
599;168;93;227;PILLIGA SOUTH;x;
600;0;96;0;BIBBLEWINDI;x;
601;42;99;128;PILLIGA EAST;x;
602;84;102;1;JACKS CREEK;x;
603;126;105;129;LOWE;x;
604;168;108;2;NEILREX;x;
605;0;111;130;PURLEWAUGH;x;
606;42;114;3;GEURIE;x;
607;84;117;131;GOONOO;x;
608;126;120;4;DUBBO;x;
609;168;123;132;CUMNOCK;x;
610;0;126;5;YEOVAL;x;
611;42;129;133;CUDA;x;
612;84;132;6;MANILDRA;x;
613;126;135;134;FORBES;x;
614;168;138;7;PARKES;x;
615;0;141;135;COWRA;x;
616;42;144;8;PULLABOOKA;x;
617;84;147;136;YOUNG;x;
618;126;150;9;GRENFELL;x;
619;168;153;137;HARDEN;x;
620;0;156;10;COOTAUNDRA;x;
621;42;159;138;JUGIONG;x;
622;84;162;11;TUMUT;x;
623;126;165;139;BONDO;x;
624;168;168;12;KHANCOBA;x;
625;0;171;140;KOSCIUSZKO;x;
626;42;174;13;BATLOW;x;
627;84;177;141;TUMBARUMBA;x;
628;126;180;14;HUMULA;x;
629;168;183;142;TUMBLONG;x;
630;0;186;15;WAGGA WAGGA;x;
631;42;189;143;GUNDAGAI;x;
632;84;192;16;JUNEE;x;
633;126;195;144;BRIBBAREE;x;
634;168;198;17;TEMORA;x;
635;0;201;145;WEST WYALONG;x;
636;42;204;18;HIAWATHA;x;
637;84;207;146;GUM SWAMP;x;
638;126;210;19;CONDOBOLIN;x;
639;168;0;147;TRUNDLE;x;
640;0;3;20;WOGGOON;x;
641;42;6;148;TULLAMORE;x;
642;84;9;21;TOTTENHAM;x;
643;126;12;149;PEAK HILL;x;
644;168;15;22;NARROMINE;x;
645;0;18;150;TRANGIE;x;
646;42;21;23;GILGANDRA;x;
647;84;24;151;WARREN;x;
648;126;27;24;GULARGAMBONE;x;
649;168;30;152;MENDOORAN;x;
650;0;33;25;BIDDON;x;
651;42;36;153;COONABARABRAN;x;
652;84;39;26;TOORAWEENAH;x;
653;126;42;154;BARADINE;x;
654;168;45;27;TIMMALLALLIE;x;
655;0;48;155;GWABEGAR;x;
656;42;51;28;WALGETT;x;
657;84;54;156;COONAMBLE;x;
658;126;57;29;WINGADEE;x;
659;168;60;157;CLAREMONT;x;
660;0;63;30;BUGILBONE;x;
661;42;66;158;BARWON;x;
662;84;69;31;PIAN;x;
663;126;72;159;GLATHERINDI;x;
664;168;75;32;CAMBO CAMBO;x;
665;0;78;160;LIGHTNING RIDGE;x;
666;42;81;33;GINGIE;x;
667;84;84;161;BREWARINNA;x;
668;126;87;34;NARRAN;x;
669;168;90;162;GOODOOGA;x;
670;0;93;35;MALGOOLIE;x;
671;42;96;163;WEILMORINGLE;x;
672;84;99;36;LEDKNAPPER;x;
673;126;102;164;NORTH BOURKE;x;
674;168;105;37;BULLAROON;x;
675;0;108;165;KERRIBREE;x;
676;42;111;38;IRRARA;x;
677;84;114;166;WILLARA;x;
678;126;117;39;MANATOO;x;
679;168;120;167;NOCOLECHE;x;
680;0;123;40;ROUND HILL;x;
681;42;126;168;KERRININNA;x;
682;84;129;41;WAVERLEY;x;
683;126;132;169;URISINO;x;
684;168;135;42;NARUMERPY;x;
685;0;138;170;DELALAH;x;
686;42;141;43;NARRIEARRA;x;
687;84;144;171;TIBOOBURRA;x;
688;126;147;44;BANJAH;x;
689;168;150;172;BOOLIGURRA;x;
690;0;153;45;YANTARA;x;
691;42;156;173;POOLE;x;
692;84;159;46;WHITECATCH;x;
693;126;162;174;WHITTY;x;
694;168;165;47;MOUNT BLACKWOOD;x;
695;0;168;175;MILPARINKA;x;
696;42;171;48;DERING;x;
697;84;174;176;YOWAHRO;x;
698;126;177;49;FOWLERS GAP;x;
699;168;180;177;ACACIA DOWNS;x;
700;0;183;50;WONNAMINTA;x;
701;42;186;178;MUTAWINTJI;x;
702;84;189;51;COONA COONA;x;
703;126;192;179;YUNGNULGRA;x;
704;168;195;52;WHITE CLIFFS;x;
705;0;198;180;FITZGERALD;x;
706;42;201;53;NOONAMAH;x;
707;84;204;181;PAROO DARLING;x;
708;126;207;54;BONNY;x;
709;168;210;182;TUTTY;x;
710;0;0;55;CARNEY;x;
711;42;3;183;TOORALE;x;
712;84;6;56;ELUTHA;x;
713;126;9;184;GUNDABOOKA;x;
714;168;12;57;NIDGERY;x;
715;0;15;185;GARFIELD;x;
716;42;18;58;TARCOON;x;
717;84;21;186;BOURKE;x;
718;126;24;59;COOLABAH;x;
719;168;27;187;BARWON BOGAN;x;
720;0;30;60;UKI;x;
721;42;33;188;GINGHET;x;
722;84;36;61;DRYBURGH;x;
723;126;39;189;QUAMBONE;x;
724;168;42;62;MURRAWOMBIE;x;
725;0;45;190;OXLEY;x;
726;42;48;63;FLINDERS;x;
727;84;51;191;MURIEL;x;
728;126;54;64;NYNGAN;x;
729;168;57;192;ROBINSON;x;
730;0;60;65;CORONGA;x;
731;42;63;193;COBAR;x;
732;84;66;66;PNYERTGTON;x;
733;126;69;194;EUCHARA;x;
734;168;72;67;DENIEHY;x;
735;0;75;195;THOURUMBLE;x;
736;42;78;68;BUDDA;x;
737;84;81;196;RINGROSE;x;
738;126;84;69;POOPELLOE;x;
739;168;87;197;WILCANNIA;x;
740;0;90;70;MULYENERY;x;
741;42;93;198;BLUMENTHAL;x;
742;84;96;71;WALTRAGALDA;x;
743;126;99;199;WILANDRA;x;
744;168;102;72;PAMAMAROO;x;
745;0;105;200;TOPAR;x;
746;42;108;73;NORTH MENINDEE;x;
747;84;111;201;BROKEN HILL;x;
748;126;114;74;BURNS;x;
749;168;117;202;MENINDEE;x;
750;0;120;75;BUCKALOW;x;
751;42;123;203;RATCATCHER;x;
752;84;126;76;ARLINGTON;x;
753;126;129;204;HARIBEL;x;
754;168;132;77;BLENHEIM;x;
755;0;135;205;BARCHAM;x;
756;42;138;78;EMERALD PLAIN;x;
757;84;141;206;HAY SHIRE;x;
758;126;144;79;TRIDA;x;
759;168;147;207;YATHONG;x;
760;0;150;80;PINGUNNIA;x;
761;42;153;208;IVANHOE;x;
762;84;156;81;LACHLAN VALLEY;x;
763;126;159;209;MOUNT HOPE;x;
764;168;162;82;BURTHONG;x;
765;0;165;210;NOMBINNIE;x;
766;42;168;83;NYMAGEE;x;
767;84;171;211;RESTDOWN;x;
768;126;174;84;ELLERSLIE;x;
769;168;177;212;LAKE CARGELLIGO;x;
770;0;180;85;BREWSER;x;
771;42;183;213;GOOLGOWI;x;
772;84;186;86;HILLSTON;x;
773;126;189;214;FRANKLIN;x;
774;168;192;87;ABBOTSFORD;x;
775;0;195;215;BOOLIGAL;x;
776;42;198;88;MATHESON;x;
777;84;201;216;EILDON;x;
778;126;204;89;OBERWELLS;x;
779;168;207;217;KANDRA;x;
780;0;210;90;GARNPANG;x;
781;42;0;218;BARRARA;x;
782;84;3;91;WINDEYER;x;
